Ensembl Gene ID,UniProt/TrEMBL Accession,UniProt/SwissProt Accession,UniProt/SwissProt ID
ENSG00000065548,B4DMW2,,
ENSG00000213953,H7BYP7,,
ENSG00000138448,,P06756,ITAV_HUMAN
ENSG00000138448,E7EWZ6,,
ENSG00000138448,,,
ENSG00000144369,A8K122,Q6P995,F171B_HUMAN
ENSG00000163012,,Q8NEG5,ZSWM2_HUMAN
ENSG00000163012,F8WCC6,,
ENSG00000064989,E7EN01,Q16602,CALRL_HUMAN
ENSG00000064989,B8ZZJ4,Q16602,CALRL_HUMAN
ENSG00000064989,E7EN01,,
ENSG00000064989,B8ZZJ4,,
ENSG00000003436,C9JT76,P10646,TFPI1_HUMAN
ENSG00000003436,C9JQ14,P10646,TFPI1_HUMAN
ENSG00000003436,C9JP39,P10646,TFPI1_HUMAN
ENSG00000003436,C9JBB3,P10646,TFPI1_HUMAN
ENSG00000003436,C9J103,P10646,TFPI1_HUMAN
ENSG00000003436,C9JT76,,
ENSG00000003436,C9JQ14,,
ENSG00000003436,C9JP39,,
ENSG00000003436,C9JBB3,,
ENSG00000003436,C9J103,,
ENSG00000003436,C9JKV3,,
ENSG00000144366,B8ZZL1,,
ENSG00000144366,B8ZZ72,,
ENSG00000144366,B8ZZL1,Q9UBP9,GULP1_HUMAN
ENSG00000144366,E9PB86,,
ENSG00000144366,Q59EC1,,
ENSG00000144366,,,
ENSG00000174325,,Q969H9,DIRC1_HUMAN
ENSG00000168542,D2JYH5,P02461,CO3A1_HUMAN
ENSG00000168542,Q6LBY7,P02461,CO3A1_HUMAN
ENSG00000168542,,,
ENSG00000168542,E7ENY8,,
ENSG00000168542,Q6LBY7,,
ENSG00000204262,D3DPH5,P05997,CO5A2_HUMAN
ENSG00000115368,Q05D27,Q8IWA0,WDR75_HUMAN
ENSG00000115368,A8K330,Q8IWA0,WDR75_HUMAN
ENSG00000115368,F8WE20,,
ENSG00000115368,F8WC81,,
ENSG00000138449,E7ES28,Q9NP59,S40A1_HUMAN
ENSG00000138449,E7EQF8,Q9NP59,S40A1_HUMAN
ENSG00000138449,Q6FI62,Q9NP59,S40A1_HUMAN
ENSG00000138449,Q4PNE6,Q9NP59,S40A1_HUMAN
ENSG00000138449,E7ES28,,
ENSG00000138449,E7EQF8,,
ENSG00000138449,Q4PNE6,,
ENSG00000138449,Q4PNE4,,
ENSG00000138449,Q4PNE3,,
ENSG00000138449,Q4PNE2,,
ENSG00000138381,C9J6C1,Q9NWL6,ASND1_HUMAN
ENSG00000138381,C9IYZ1,Q9NWL6,ASND1_HUMAN
ENSG00000138381,C9J6C1,,
ENSG00000138381,C9IYZ1,,
ENSG00000151687,,Q7Z5J8,ANKAR_HUMAN
ENSG00000151687,E7EWS1,,
ENSG00000151687,Q96LK7,,
ENSG00000151687,E7EWS1,Q7Z5J8,ANKAR_HUMAN
ENSG00000151687,Q96LK7,Q7Z5J8,ANKAR_HUMAN
ENSG00000128694,E7EVL7,Q9H4B0,OSGP2_HUMAN
ENSG00000128694,E5RIL9,Q9H4B0,OSGP2_HUMAN
ENSG00000128694,E5RGZ1,Q9H4B0,OSGP2_HUMAN
ENSG00000128694,E5RGZ1,,
ENSG00000128694,E7EVL7,,
ENSG00000128694,E5RIL9,,
ENSG00000128699,B9A069,Q9P0S3,ORML1_HUMAN
ENSG00000215616,A8MZ67,,
ENSG00000260355,,,
ENSG00000128699,B9A069,,
ENSG00000215611,A8MTS3,,
ENSG00000215635,,,
ENSG00000262942,,,
ENSG00000231145,,,
ENSG00000262327,A4D1U5,,
ENSG00000262327,E9PC15,,
ENSG00000262327,F8WDD1,,
ENSG00000262327,Q75KN0,,
ENSG00000262327,E9PG39,,
ENSG00000262599,,,
ENSG00000262599,C9J7X6,,
ENSG00000215781,,,
ENSG00000263042,,,
ENSG00000263042,H7C5P0,,
ENSG00000064933,C9JKP0,Q5H913,AR13A_HUMAN
ENSG00000064933,C9JF76,Q5H913,AR13A_HUMAN
ENSG00000064933,C9J4L1,Q5H913,AR13A_HUMAN
ENSG00000064933,Q5FBZ2,Q5H913,AR13A_HUMAN
ENSG00000064933,B7ZAA0,Q5H913,AR13A_HUMAN
ENSG00000064933,C9JKP0,P54277,PMS1_HUMAN
ENSG00000064933,C9JF76,P54277,PMS1_HUMAN
ENSG00000064933,C9J4L1,P54277,PMS1_HUMAN
ENSG00000064933,Q5FBZ2,P54277,PMS1_HUMAN
ENSG00000064933,B7ZAA0,P54277,PMS1_HUMAN
ENSG00000064933,E9PC40,,
ENSG00000064933,C9JKP0,,
ENSG00000064933,C9J4L1,,
ENSG00000262771,E7EUY5,,
ENSG00000262771,C9K0U8,,
ENSG00000262771,C9J8J0,,
ENSG00000262771,A4D1U3,,
ENSG00000064933,F8W8L1,,
ENSG00000064933,Q5FBZ1,P54277,PMS1_HUMAN
ENSG00000064933,Q5XG96,,
ENSG00000064933,C9JF76,,
ENSG00000064933,Q5FBZ1,,
ENSG00000064933,Q3BDU3,,
ENSG00000064933,Q5FBZ7,,
ENSG00000064933,E9PC65,,
ENSG00000064933,Q5FBZ6,,
ENSG00000064933,E9PH88,,
ENSG00000064933,Q68DF0,,
ENSG00000064933,B7ZAA0,,
ENSG00000212857,,,
ENSG00000237375,,,
ENSG00000259991,,,
ENSG00000261383,,,
ENSG00000261345,D9ZGF7,,
ENSG00000261345,H0YG26,,
ENSG00000261417,,,
ENSG00000261417,Q4VX86,,
ENSG00000262860,,,
ENSG00000260380,E9PRR7,,
ENSG00000260380,E9PLY7,,
ENSG00000260380,E9PI42,,
ENSG00000187699,C9JS57,,
ENSG00000187699,C9JS57,Q9BSF0,CB088_HUMAN
ENSG00000187699,H7BZ15,Q9BSF0,CB088_HUMAN
ENSG00000260380,,,
ENSG00000187699,H7BZ15,,
ENSG00000259808,E7EN36,,
ENSG00000259808,,,
ENSG00000260384,E7EUZ9,,
ENSG00000260384,,,
ENSG00000260155,E0YLM6,,
ENSG00000260155,Q13060,,
ENSG00000260155,Q14546,,
ENSG00000260155,Q14547,,
ENSG00000138379,Q53S46,O14793,GDF8_HUMAN
ENSG00000260155,E2JJS1,,
ENSG00000260155,G3V309,,
ENSG00000261755,E0YLM6,,
ENSG00000261755,Q13060,,
ENSG00000261755,Q14546,,
ENSG00000261755,Q14547,,
ENSG00000260376,E0YLM6,,
ENSG00000260376,Q13060,,
ENSG00000260376,Q14546,,
ENSG00000260376,Q14547,,
ENSG00000198130,,,
ENSG00000260665,E0YLM6,,
ENSG00000260665,Q13060,,
ENSG00000260665,Q14546,,
ENSG00000260665,Q14547,,
ENSG00000215764,Q0KH99,,
ENSG00000198130,,Q6NVY1,HIBCH_HUMAN
ENSG00000215764,,Q14943,KI3S1_HUMAN
ENSG00000198130,B9A058,Q6NVY1,HIBCH_HUMAN
ENSG00000198130,B9A058,,
ENSG00000198130,H7C1A5,,
ENSG00000198130,F8W8A6,,
ENSG00000198130,H7C400,,
ENSG00000215764,C3VNC8,,
ENSG00000198130,B8ZZZ0,,
ENSG00000215764,,,
ENSG00000215764,Q8N742,,
ENSG00000215764,C3VNC8,Q99706,KI2L4_HUMAN
ENSG00000215764,C3VNC0,Q99706,KI2L4_HUMAN
ENSG00000215764,Q96L47,Q99706,KI2L4_HUMAN
ENSG00000215764,Q86VF1,Q99706,KI2L4_HUMAN
ENSG00000215764,Q86U48,Q99706,KI2L4_HUMAN
ENSG00000215764,C3VNC0,,
ENSG00000215764,Q8N737,,
ENSG00000215764,Q96L48,,
ENSG00000215764,Q8N740,,
ENSG00000215764,Q86WL6,,
ENSG00000215764,Q9UQA2,Q14943,KI3S1_HUMAN
ENSG00000215764,O43469,Q14943,KI3S1_HUMAN
ENSG00000215764,Q0KH99,Q8N109,KI2LA_HUMAN
ENSG00000261784,E0YLM6,,
ENSG00000261784,Q13060,,
ENSG00000261784,Q14546,,
ENSG00000261784,Q14547,,
ENSG00000260129,E0YLM6,,
ENSG00000260129,Q13060,,
ENSG00000260129,Q14546,,
ENSG00000260129,Q14547,,
ENSG00000261201,E0YLM6,,
ENSG00000261201,Q13060,,
ENSG00000261201,Q14546,,
ENSG00000261201,Q14547,,
ENSG00000261201,E2JJS1,,
ENSG00000261201,G3V309,,
ENSG00000260596,E0YLM6,,
ENSG00000260596,E2JJS1,,
ENSG00000260596,Q13060,,
ENSG00000260596,Q14546,,
ENSG00000260596,Q14547,,
ENSG00000260596,E0Z3F3,Q9UBX2,DUX4_HUMAN
ENSG00000260596,E0YLM6,Q9UBX2,DUX4_HUMAN
ENSG00000260596,C3U3A0,Q9UBX2,DUX4_HUMAN
ENSG00000260596,Q13060,Q9UBX2,DUX4_HUMAN
ENSG00000260596,Q14546,Q9UBX2,DUX4_HUMAN
ENSG00000260596,Q14547,Q9UBX2,DUX4_HUMAN
ENSG00000262022,Q6MZN6,,
ENSG00000217792,Q8N734,,
ENSG00000217792,Q6QWD5,,
ENSG00000217792,A8MVX7,,
ENSG00000260117,,,
ENSG00000187939,F5H0A2,Q14184,DOC2B_HUMAN
ENSG00000260789,,,
ENSG00000151689,E7EUX4,P49441,INPP_HUMAN
ENSG00000151689,E7ET59,P49441,INPP_HUMAN
ENSG00000151689,E7ENF2,P49441,INPP_HUMAN
ENSG00000151689,C9J2Z6,P49441,INPP_HUMAN
ENSG00000151689,C9J2N5,P49441,INPP_HUMAN
ENSG00000151689,C9J173,P49441,INPP_HUMAN
ENSG00000151689,C9J128,P49441,INPP_HUMAN
ENSG00000151689,B8ZZF6,P49441,INPP_HUMAN
ENSG00000151689,Q6IBG4,P49441,INPP_HUMAN
ENSG00000262334,,,
ENSG00000151689,,,
ENSG00000151689,C9J2Z6,,
ENSG00000151689,C9J2N5,,
ENSG00000151689,C9J128,,
ENSG00000259823,,,
ENSG00000151689,E7EUX4,,
ENSG00000151689,E7ET59,,
ENSG00000151689,E7ENF2,,
ENSG00000151689,C9J173,,
ENSG00000151689,B8ZZF6,,
ENSG00000261352,F8WDJ7,,
ENSG00000261352,F8WBQ5,,
ENSG00000261352,,,
ENSG00000263255,Q59FB0,,
ENSG00000263255,H0YGI2,,
ENSG00000262204,Q50KV7,,
ENSG00000262204,Q50KV5,,
ENSG00000259816,,,
ENSG00000262622,Q50KU2,,
ENSG00000262622,Q50KU1,,
ENSG00000262770,,,
ENSG00000262742,E5RJR1,,
ENSG00000262742,D6RC97,,
ENSG00000262742,,,
ENSG00000262742,D6RA42,,
ENSG00000262742,H0YA70,,
ENSG00000262742,H0Y9S8,,
ENSG00000262742,H0Y8M9,,
ENSG00000262742,D6R8Z9,,
ENSG00000151690,C9JAZ7,,
ENSG00000151690,C9J134,,
ENSG00000262578,,,
ENSG00000151690,C9JJH2,Q6ZSS7,MFSD6_HUMAN
ENSG00000151690,C9JAZ7,Q6ZSS7,MFSD6_HUMAN
ENSG00000151690,C9J134,Q6ZSS7,MFSD6_HUMAN
ENSG00000151690,C9IYL1,Q6ZSS7,MFSD6_HUMAN
ENSG00000151690,B7Z810,Q6ZSS7,MFSD6_HUMAN
ENSG00000151690,B7Z7Y2,Q6ZSS7,MFSD6_HUMAN
ENSG00000151690,C9JJH2,,
ENSG00000151690,C9IYL1,,
ENSG00000263040,F5H0D7,,
ENSG00000263040,,,
ENSG00000151690,,,
ENSG00000263040,F5H178,,
ENSG00000151690,B7Z810,,
ENSG00000151690,B7Z7Y2,,
ENSG00000262249,I0CMK8,,
ENSG00000262249,,,
ENSG00000263135,Q50KS2,,
ENSG00000262101,Q50KQ5,,
ENSG00000262969,,,
ENSG00000262103,Q50KP5,,
ENSG00000261993,Q50KE2,,
ENSG00000261993,Q50KE4,,
ENSG00000262606,Q50KF4,,
ENSG00000262393,Q50KF9,,
ENSG00000262379,,,
ENSG00000189362,C9J4F2,A6NFY4,T194B_HUMAN
ENSG00000262889,,,
ENSG00000189362,C9J4F2,,
ENSG00000189362,B4DYG6,,
ENSG00000262908,,,
ENSG00000189362,H7C232,,
ENSG00000189362,F8VWJ7,,
ENSG00000262634,,,
ENSG00000138386,C9JL92,,
ENSG00000138386,C9JJ42,,
ENSG00000138386,C9JFF6,,
ENSG00000138386,C9J3V0,,
ENSG00000261899,,,
ENSG00000138386,C9JID4,,
ENSG00000261899,H7C2T6,,
ENSG00000138386,C9JL92,Q13506,NAB1_HUMAN
ENSG00000138386,C9JJ42,Q13506,NAB1_HUMAN
ENSG00000138386,C9JID4,Q13506,NAB1_HUMAN
ENSG00000138386,C9JFF6,Q13506,NAB1_HUMAN
ENSG00000138386,C9J3V0,Q13506,NAB1_HUMAN
ENSG00000261899,H7C1Z0,,
ENSG00000261899,Q53TR0,,
ENSG00000261899,Q53TH9,,
ENSG00000261899,Q4ZG85,,
ENSG00000261899,B4DUW0,,
ENSG00000262914,Q50KV7,,
ENSG00000262914,Q50KV5,,
ENSG00000138386,B8ZZS2,,
ENSG00000138386,B4DKG1,,
ENSG00000262697,Q50KU2,,
ENSG00000262697,Q50KU1,,
ENSG00000263210,,,
ENSG00000138386,F8W8J7,,
ENSG00000263247,F5H0D7,,
ENSG00000263247,,,
ENSG00000263247,F5H178,,
ENSG00000262757,Q50KS2,,
ENSG00000262955,Q50KQ5,,
ENSG00000263284,,,
ENSG00000261984,Q50KP5,,
ENSG00000262859,Q50KE2,,
ENSG00000262859,Q50KE4,,
ENSG00000263318,Q50KF4,,
ENSG00000115419,C9JIJ6,O94925,GLSK_HUMAN
ENSG00000115419,Q53TX0,O94925,GLSK_HUMAN
ENSG00000115419,Q53S89,O94925,GLSK_HUMAN
ENSG00000115419,Q53RX0,O94925,GLSK_HUMAN
ENSG00000115419,B7Z509,O94925,GLSK_HUMAN
ENSG00000263028,Q50KF9,,
ENSG00000115419,B8ZZC5,O94925,GLSK_HUMAN
ENSG00000115419,B8ZZA8,O94925,GLSK_HUMAN
ENSG00000115419,Q68D38,O94925,GLSK_HUMAN
ENSG00000115419,B3KM58,O94925,GLSK_HUMAN
ENSG00000263097,,,
ENSG00000262525,Q50KH0,,
ENSG00000115419,H7BZD1,,
ENSG00000262612,,,
ENSG00000262111,Q50KG7,,
ENSG00000115419,B8ZZC5,,
ENSG00000115419,B8ZZA8,,
ENSG00000115419,C9JIJ6,,
ENSG00000115419,B7Z509,,
ENSG00000115419,H7C201,,
ENSG00000261155,,,
ENSG00000262139,F8VW62,,
ENSG00000262139,,,
ENSG00000262145,,,
ENSG00000262217,,,
ENSG00000262788,H3BPD7,,
ENSG00000115415,,,
ENSG00000123427,F8VZI8,,
ENSG00000123427,F8W226,,
ENSG00000123427,F8W226,Q96AZ1,MT21B_HUMAN
ENSG00000123427,,Q96AZ1,MT21B_HUMAN
ENSG00000260873,,,
ENSG00000260587,,,
ENSG00000259880,A8K878,,
ENSG00000259880,,,
ENSG00000115415,E9PH66,P42224,STAT1_HUMAN
ENSG00000115415,E7EPD2,P42224,STAT1_HUMAN
ENSG00000115415,E7ENM1,P42224,STAT1_HUMAN
ENSG00000115415,Q67C41,P42224,STAT1_HUMAN
ENSG00000259956,,,
ENSG00000182791,,Q9NVE4,CCD87_HUMAN
ENSG00000260623,D6RAK9,,
ENSG00000260623,H0Y4P3,,
ENSG00000173992,E9PP76,O14618,CCS_HUMAN
ENSG00000115415,E9PH66,,
ENSG00000115415,E7EPD2,,
ENSG00000115415,E7ENM1,,
ENSG00000115415,Q67C41,,
ENSG00000115415,D2KFR9,,
ENSG00000260623,,,
ENSG00000173992,E9PK03,,
ENSG00000261443,E7EU19,,
ENSG00000173992,E9PP76,,
ENSG00000215750,,,
ENSG00000215615,,,
ENSG00000185055,,A6NFE3,EFC10_HUMAN
ENSG00000215689,Q8NCQ8,,
ENSG00000262243,,,
ENSG00000185055,C9J654,,
ENSG00000262243,B7Z795,,
ENSG00000262243,H3BQR4,,
ENSG00000262243,H3BSU0,,
ENSG00000262243,H3BQV8,,
ENSG00000257921,,,
ENSG00000257921,H0YIJ7,,
ENSG00000251180,B0QYF1,,
ENSG00000263138,C9JYE7,,
ENSG00000263138,H3BR81,,
ENSG00000080224,E7EU71,,
ENSG00000080224,H0Y8K5,Q9UF33,EPHA6_HUMAN
ENSG00000260513,I0EZ75,,
ENSG00000080224,F5H0Z8,,
ENSG00000080224,B4DXM2,,
ENSG00000080224,,Q9UF33,EPHA6_HUMAN
ENSG00000080224,D6RAL5,,
ENSG00000080224,B4DXQ6,,
ENSG00000080224,H0Y8K5,,
ENSG00000261972,F5H0J7,,
ENSG00000115808,,O43815,STRN_HUMAN
ENSG00000261972,,,
ENSG00000261657,F8WAB8,,
ENSG00000261657,,,
ENSG00000123297,E5KS95,P43897,EFTS_HUMAN
ENSG00000123297,C9JT21,P43897,EFTS_HUMAN
ENSG00000123297,C9JG32,P43897,EFTS_HUMAN
ENSG00000260069,A6NE23,,
ENSG00000260069,,,
ENSG00000123297,,P43897,EFTS_HUMAN
ENSG00000123297,F8WCK2,,
ENSG00000123297,F8VS27,,
ENSG00000123297,C9JG32,,
ENSG00000260199,,,
ENSG00000123297,F8VPA7,,
ENSG00000123297,C9JT21,,
ENSG00000123297,F5H2T7,,
ENSG00000123297,F8W6R3,,
ENSG00000138378,E9PBE2,Q14765,STAT4_HUMAN
ENSG00000138378,C9JM11,Q14765,STAT4_HUMAN
ENSG00000138378,C9JFG0,Q14765,STAT4_HUMAN
ENSG00000138378,Q53S87,Q14765,STAT4_HUMAN
ENSG00000138378,Q53RU2,Q14765,STAT4_HUMAN
ENSG00000138378,B7SIX5,Q14765,STAT4_HUMAN
ENSG00000260717,,,
ENSG00000138378,C9JFG0,,
ENSG00000259795,Q6DCB4,,
ENSG00000259795,,,
ENSG00000138378,E9PG69,,
ENSG00000138378,E9PBE2,,
ENSG00000138378,C9JM11,,
ENSG00000138378,Q53RU2,,
ENSG00000138378,B7SIX5,,
ENSG00000260287,F5GYN8,,
ENSG00000146776,F8WDE7,Q9ULK2,AT7L1_HUMAN
ENSG00000146776,Q8N7W9,Q9ULK2,AT7L1_HUMAN
ENSG00000259801,,,
ENSG00000146776,A4D0Q3,,
ENSG00000146776,Q9BTQ8,,
ENSG00000146776,H0Y8A2,,
ENSG00000146776,F8WDE7,,
ENSG00000261256,,,
ENSG00000146776,C9K0V9,,
ENSG00000260952,,,
ENSG00000146776,B3KTF3,Q9ULK2,AT7L1_HUMAN
ENSG00000146776,A4D0Q2,Q9ULK2,AT7L1_HUMAN
ENSG00000146776,C9IZF2,,
ENSG00000260164,,,
ENSG00000261300,C9JLC8,,
ENSG00000261300,,,
ENSG00000143457,,Q9H4A5,GLP3L_HUMAN
ENSG00000128641,C9K0I9,,
ENSG00000128641,C9JYW1,,
ENSG00000128641,C9JUP5,,
ENSG00000143457,E9PFK1,,
ENSG00000143457,Q5T5I6,,
ENSG00000260508,B4DWN7,,
ENSG00000143457,F5H4M3,,
ENSG00000261508,A8MXC2,,
ENSG00000239306,B4DNG4,Q96PK6,RBM14_HUMAN
ENSG00000239306,,Q96PK6,RBM14_HUMAN
ENSG00000262595,,,
ENSG00000239306,B8ZZ74,,
ENSG00000239306,F8WDX3,,
ENSG00000239306,Q2PYN1,,
ENSG00000143452,,Q86X24,HORM1_HUMAN
ENSG00000128641,E7EQD9,O43795,MYO1B_HUMAN
ENSG00000128641,C9K0I9,O43795,MYO1B_HUMAN
ENSG00000128641,C9JYW1,O43795,MYO1B_HUMAN
ENSG00000128641,C9JUP5,O43795,MYO1B_HUMAN
ENSG00000128641,Q14777,O43795,MYO1B_HUMAN
ENSG00000220903,,A6NGY1,FRG2C_HUMAN
ENSG00000233094,,,
ENSG00000128641,B0I1S9,O43795,MYO1B_HUMAN
ENSG00000263310,,,
ENSG00000128641,E7EQD9,,
ENSG00000128641,Q14777,,
ENSG00000128641,E9PDF6,,
ENSG00000128641,E7EPB4,,
ENSG00000008869,H7C2X3,,
ENSG00000128641,,,
ENSG00000262782,,,
ENSG00000262782,F2Z2D8,,
ENSG00000220023,,,
ENSG00000261149,C9JQV5,,
ENSG00000261149,G3V0E7,,
ENSG00000008869,,Q9P2D3,HTR5B_HUMAN
ENSG00000261149,,,
ENSG00000261530,,,
ENSG00000261023,C9K0N1,,
ENSG00000261023,F2Z2U4,,
ENSG00000261023,,,
ENSG00000261074,,,
ENSG00000163131,,P25774,CATS_HUMAN
ENSG00000135407,F8VNY0,,
ENSG00000261074,Q5TB38,,
ENSG00000260220,,,
ENSG00000135407,F8VVU1,O75366,AVIL_HUMAN
ENSG00000135407,F8VVU1,,
ENSG00000135407,,O75366,AVIL_HUMAN
ENSG00000260130,E7EWH9,,
ENSG00000113966,C9IZ13,Q9H0F7,ARL6_HUMAN
ENSG00000113966,C9IZ13,,
ENSG00000143387,Q6FHS6,P43235,CATK_HUMAN
ENSG00000113966,,,
ENSG00000143387,Q5QP40,,
ENSG00000260383,,,
ENSG00000260383,E9PHY8,,
ENSG00000248643,B0LM41,,
ENSG00000248643,F2Z2W2,,
ENSG00000248643,D6RGD8,,
ENSG00000173559,F8WAF5,,
ENSG00000248643,,,
ENSG00000261236,E9PRN9,,
ENSG00000261236,Q96Q25,,
ENSG00000261236,Q6DKJ9,,
ENSG00000261236,Q4G0D9,,
ENSG00000173559,F8WAF5,Q96AH0,SOSB2_HUMAN
ENSG00000173559,,Q96AH0,SOSB2_HUMAN
ENSG00000173559,,,
ENSG00000128536,F8WF00,,
ENSG00000261132,E9PMQ6,,
ENSG00000261132,E9PI02,,
ENSG00000261132,B4DTG4,,
ENSG00000261132,B3KWP0,,
ENSG00000261132,,,
ENSG00000172209,Q59G39,Q99680,GPR22_HUMAN
ENSG00000172209,A4D0R8,Q99680,GPR22_HUMAN
ENSG00000128536,E7EQG5,Q6ZTQ4,CDHR3_HUMAN
ENSG00000128536,E7EQG5,,
ENSG00000128536,E9PEI5,,
ENSG00000128536,H7C555,,
ENSG00000163171,C9JEZ4,Q9UKI2,BORG2_HUMAN
ENSG00000163171,C9J7F7,Q9UKI2,BORG2_HUMAN
ENSG00000163171,C9JEZ4,,
ENSG00000163171,C9J7F7,,
ENSG00000143437,,P27540,ARNT_HUMAN
ENSG00000128536,,,
ENSG00000163171,,,
ENSG00000143437,A6NGV6,,
ENSG00000128536,F5H0Z2,,
ENSG00000143437,F8WAP6,,
ENSG00000143437,Q59ED4,,
ENSG00000128536,C9JNJ3,,
ENSG00000261698,Q9BRH5,,
ENSG00000261698,E9PS80,,
ENSG00000168497,,O95810,SDPR_HUMAN
ENSG00000143437,D6RDB3,,
ENSG00000261678,,,
ENSG00000105865,F2Z2E4,,
ENSG00000105865,F8WEL2,O95620,DUS4L_HUMAN
ENSG00000105865,B4DFH2,O95620,DUS4L_HUMAN
ENSG00000105865,A4D0R5,O95620,DUS4L_HUMAN
ENSG00000261587,,Q2WGJ8,CHK29_HUMAN
ENSG00000105865,F8WEL2,,
ENSG00000261587,E9PKR6,,
ENSG00000105865,F8WFE3,,
ENSG00000262826,,,
ENSG00000144339,,Q9UIK5,TEFF2_HUMAN
ENSG00000233280,B4DLE8,,
ENSG00000261042,E9PRC3,,
ENSG00000261042,,,
ENSG00000080200,,Q68DQ2,CRBG3_HUMAN
ENSG00000261042,F5GXA8,Q9HAB3,RFT3_HUMAN
ENSG00000261042,E9PRC3,Q9HAB3,RFT3_HUMAN
ENSG00000261042,E9PIX2,Q9HAB3,RFT3_HUMAN
ENSG00000261042,G1UCY1,Q9HAB3,RFT3_HUMAN
ENSG00000080200,C9J659,,
ENSG00000115841,C9JUD5,,
ENSG00000261042,E9PKE4,,
ENSG00000080200,C9J5N2,,
ENSG00000261042,E9PJC1,,
ENSG00000115841,C9JUD5,Q96LZ7,RMD2_HUMAN
ENSG00000261042,E9PPS0,,
ENSG00000115841,F8WFC3,,
ENSG00000173933,,Q9BWF3,RBM4_HUMAN
ENSG00000173933,E7EQS3,,
ENSG00000115841,,Q96LZ7,RMD2_HUMAN
ENSG00000196950,E7ENT5,,
ENSG00000196950,C9J0F5,,
ENSG00000115841,C9JGB2,,
ENSG00000262773,Q53TH8,,
ENSG00000173933,,,
ENSG00000115841,B5MC85,,
ENSG00000262773,E9PDM0,,
ENSG00000262773,F8WCW8,,
ENSG00000115841,,,
ENSG00000196950,E7EV45,Q9ULF5,S39AA_HUMAN
ENSG00000196950,E7ENT5,Q9ULF5,S39AA_HUMAN
ENSG00000196950,C9J0F5,Q9ULF5,S39AA_HUMAN
ENSG00000196950,Q8NC35,Q9ULF5,S39AA_HUMAN
ENSG00000196950,B4DGU0,Q9ULF5,S39AA_HUMAN
ENSG00000173933,E9PB51,,
ENSG00000115841,C9JGB2,Q96LZ7,RMD2_HUMAN
ENSG00000196950,F2Z341,,
ENSG00000173933,D6R9K7,,
ENSG00000262773,,,
ENSG00000196950,E7EV45,,
ENSG00000196950,Q8NC35,,
ENSG00000196950,B4DGU0,,
ENSG00000263163,,,
ENSG00000263163,H0YDM5,,
ENSG00000263163,H0YDP0,,
ENSG00000261539,,,
ENSG00000152133,,Q8N954,CCD75_HUMAN
ENSG00000061987,F8VZV1,Q7Z3U7,MON2_HUMAN
ENSG00000261992,,,
ENSG00000061987,F8W1Z6,,
ENSG00000061987,F8VZV1,,
ENSG00000175215,F8W184,O14595,CTDS2_HUMAN
ENSG00000262452,C9JW94,,
ENSG00000143379,E9PS59,,
ENSG00000143379,B0QZE6,,
ENSG00000175215,F8W1I1,,
ENSG00000118997,,Q8WXX0,DYH7_HUMAN
ENSG00000061987,F8VZV6,,
ENSG00000061987,F8VWA6,,
ENSG00000175215,H0YI29,,
ENSG00000061987,B9EGP5,,
ENSG00000175215,F8W184,,
ENSG00000175215,F8VYL0,,
ENSG00000061987,F8VQS2,,
ENSG00000175215,,,
ENSG00000061987,F8VZQ3,,
ENSG00000143379,E9PS59,Q15047,SETB1_HUMAN
ENSG00000143379,B0QZE7,Q15047,SETB1_HUMAN
ENSG00000143379,B0QZE6,Q15047,SETB1_HUMAN
ENSG00000262563,,,
ENSG00000061987,,Q7Z3U7,MON2_HUMAN
ENSG00000262563,E9PAX2,,
ENSG00000262563,C9IYU7,,
ENSG00000118997,C9JUY3,Q8WXX0,DYH7_HUMAN
ENSG00000143379,E9PQM8,,
ENSG00000143379,B0QZE7,,
ENSG00000118997,H7C362,,
ENSG00000173621,E7ENX6,,
ENSG00000263298,Q9UIL3,,
ENSG00000263298,Q53S60,,
ENSG00000263298,B4DYQ0,,
ENSG00000143379,E9PRF4,,
ENSG00000263298,H7C486,,
ENSG00000143379,E9PAP1,,
ENSG00000118997,C9JUY3,,
ENSG00000173621,Q7L3C2,Q6PJG9,LRFN4_HUMAN
ENSG00000143379,,Q15047,SETB1_HUMAN
ENSG00000173621,E9PLQ1,,
ENSG00000261694,,,
ENSG00000260334,,,
ENSG00000261125,H7C295,,
ENSG00000173237,,A6NJI1,CK086_HUMAN
ENSG00000261125,H7BZC9,,
ENSG00000261125,,,
ENSG00000170854,D6RCB6,Q8IUF8,MINA_HUMAN
ENSG00000261577,C9JTX4,,
ENSG00000261577,C9JPI2,,
ENSG00000261577,C9JKY1,,
ENSG00000261577,C9JK18,,
ENSG00000261577,C9J826,,
ENSG00000261577,Q7KZ86,,
ENSG00000075790,C9JTE9,Q9UHQ4,BAP29_HUMAN
ENSG00000075790,C9JP06,Q9UHQ4,BAP29_HUMAN
ENSG00000075790,C9JGJ9,Q9UHQ4,BAP29_HUMAN
ENSG00000075790,C9IYK6,Q9UHQ4,BAP29_HUMAN
ENSG00000075790,E9PAJ1,Q9UHQ4,BAP29_HUMAN
ENSG00000075790,B7Z2L0,Q9UHQ4,BAP29_HUMAN
ENSG00000075790,B7Z2L0,,
ENSG00000081320,C9JZJ1,O94768,ST17B_HUMAN
ENSG00000081320,Q53QE7,O94768,ST17B_HUMAN
ENSG00000170854,H0Y8K4,,
ENSG00000075790,F8WDG1,,
